"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-fedora-clang","c0214fd92c284d87af3cb023af179c63","7d7b34f3a7f372c07965b85abab2f76d","8d69f6eaf0b375ff4e8a516a4c56c16c"
"r-devel-linux-x86_64-fedora-gcc","7a748aee40b0bee89c91490c217a8fce","7d7b34f3a7f372c07965b85abab2f76d","8d69f6eaf0b375ff4e8a516a4c56c16c"
