"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-fedora-clang","240cfd8b34463319278ae54159c10eb7","7d7b34f3a7f372c07965b85abab2f76d","8d69f6eaf0b375ff4e8a516a4c56c16c"
"r-devel-linux-x86_64-fedora-gcc","7a748aee40b0bee89c91490c217a8fce","7d7b34f3a7f372c07965b85abab2f76d","8d69f6eaf0b375ff4e8a516a4c56c16c"
