"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-fedora-clang","4107b6c860fc80280d3c28b1d1c43c11","7d7b34f3a7f372c07965b85abab2f76d","8d69f6eaf0b375ff4e8a516a4c56c16c"
"r-devel-linux-x86_64-fedora-gcc","a0751c03248a808cab59c88421358093","7d7b34f3a7f372c07965b85abab2f76d","8d69f6eaf0b375ff4e8a516a4c56c16c"
