"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","d048e8cb74a05502f0ff8c8f4161bee3","e5a8ceabfe2bb161093b1dc5938d6049","8d69f6eaf0b375ff4e8a516a4c56c16c"
"r-devel-linux-x86_64-fedora-clang","2a6a6eb661d3a7e220088d6e1b47e9e5","7d7b34f3a7f372c07965b85abab2f76d","8d69f6eaf0b375ff4e8a516a4c56c16c"
"r-devel-linux-x86_64-fedora-gcc","4141e84f9fda7f1a0b6e8e1925b414d4","7d7b34f3a7f372c07965b85abab2f76d","8d69f6eaf0b375ff4e8a516a4c56c16c"
